VariantID|RemoteSystemId|SourceId|VariantUpcId|Upc
1367896|000630187|1|903972|5052071937063
1367897|000630188|1|903974|5052071937056
1367899|000630189|1|903978|5052071937087
1367901|000630190|1|903982|5052071937100
1368928|000992692|1|906025|0190850624768
1368931|000992694|1|906031|0190850624881
1368934|000992696|1|906037|0190850625123
1368938|001167395|1|906045|0190850625222
1370220|001124460|1|908607|5052071939715
1370223|001124465|1|908611|5052071939722
1370225|001124470|1|908617|5052071939739
1370228|001124475|1|908623|5052071939746
1370232|001124480|1|908631|5052071939753
1370741|001272499|1|909641|4550214122761
1370748|001272507|1|909653|4550214122747
1370752|001272510|1|909661|4550214122730
1370758|001272515|1|909671|4550214122921
1370760|001272522|1|909676|4550214122914
1370764|001272527|1|909682|4550214122907
1372644|001193854|1|913437|4059506778193
1372647|001193859|1|913453|4059506777981
1372656|001193864|1|913463|4059506778254
1374167|000819437|1|916479|5052071913104
1374174|000818442|1|916489|5052071951939
1374175|000818450|1|916491|5052071951977
1374180|000818443|1|916501|5052071951922
1374181|000819433|1|916503|5052071951960
1374183|000021498|1|916507|5052071954862
1374186|000818447|1|916513|5052071951953
1374187|000819434|1|916517|5052071951991
1374189|000021499|1|916519|5052071954855
1374193|000021500|1|916527|5052071954848
1374197|000021502|1|916535|5052071954879
1374198|000811879|1|916537|5052071950819
1374200|001659746|1|916541|5052071954893
1374201|000811894|1|916543|5052071950802
1374203|000033556|1|916547|5052071952080
1374204|000033558|1|916549|5052071952073
1374208|000033559|1|916557|5052071952066
1374210|000033560|1|916561|5052071952097
1374213|000033561|1|916567|5052071952103
1380117|001566348|1|928342|0192290018220
1391115|001474846|1|950266|4059506745638
1392549|001433557|1|953127|0889169435553
1392552|001433562|1|953133|0889169435560
1392555|001433567|1|953139|0889169435577
1392559|001433572|1|953147|0889169435584
1392564|001433577|1|953157|0889169435591
1398654|000802264|1|965231|0888284811419
1398657|000776656|1|965237|4059506781056
1398671|000095557|1|965266|0676556186767
1400091|000055325|1|968094|0845840057971
1400309|000205005|1|968534|5053744080505
1400622|000925657|1|969160|0889645407951
1401502|001193874|1|970928|4059506777455
1402916|000797111|1|973799|5052071838667
1404499|001193869|1|976956|4059506777929
1405852|000129971|1|979665|5052071278593
1406006|000418156|1|979971|0888412912933
1406020|000418160|1|979999|0888412912957
1406025|000346860|1|980009|5060242683398
1406031|000418164|1|980021|0888412912971
1406036|000418166|1|980031|0888412912995
1406442|000776783|1|980840|4056205860778
1406458|000418171|1|980872|0888412913015
1407783|000724266|1|983494|5039247841003
1407784|000734498|1|983496|0886668822440
1407786|000882077|1|983498|0886668681474
1407788|000305536|1|983509|0884499976868
1407787|000460712|1|983510|0096506564115
1407785|000309587|1|983502|0091206906890
1407789|000754020|1|983504|5055446004520
1407790|000724391|1|983500|5039247841027
1407791|000567964|1|983507|5014991039999
1407792|000724423|1|983512|5039247841034
1407793|000568003|1|983514|5014991040001
1407794|000568050|1|983516|5014991040018
1407795|000568074|1|983518|5014991408580
1407796|000724726|1|983520|5039247841041
1407797|000881974|1|983522|0884498939154
1407798|000305538|1|983524|0884499976875
1407799|000781381|1|983528|5051746730541
1407800|000305541|1|983526|0826216021239
1407801|000408751|1|983530|0826218642340
1407802|000122688|1|983532|5052189057806
1407803|000122697|1|983534|5052189961677
1407804|000122692|1|983536|5052189057943
1407805|000122698|1|983538|5052189961820
1407807|000095902|1|983540|5052189265270
1407808|000221202|1|983542|5052189961721
1407806|000221190|1|983544|5052189057899
1407809|000781384|1|983546|5051746730565
1407810|000221215|1|983548|5052189961776
1407811|000455889|1|983550|5055053222324
1407813|000984588|1|983552|5052189057813
1407812|000995183|1|983554|5052189264570
1407814|000990832|1|983556|5052189961684
1407815|000781385|1|983558|5051746730572
1407816|000984611|1|983562|5052189057820
1407817|000990837|1|983560|5052189961691
1407818|000995429|1|983564|5052189264587
1407819|000095946|1|983575|5052189375436
1407820|000898430|1|983570|8718833819820
1407821|000991320|1|983566|5052189961707
1407822|000984706|1|983568|5052189057998
1407823|000781386|1|983576|5051746730589
1407824|000984721|1|983572|5052189057851
1407825|000991518|1|983578|5052189961738
1407826|000996753|1|983580|5052189264594
1407827|000987956|1|983582|5052189057875
1407828|000691638|1|983592|0886548820344
1407829|000781388|1|983584|5051746730596
1407830|000988377|1|983586|5052189057929
1407831|000992049|1|983588|5052189961745
1407833|001264679|1|983591|0884401866850
1407832|000997634|1|983594|5052189265294
1407834|000873114|1|983600|5051746730602
1407835|000498568|1|983596|5050995378009
1407836|000992147|1|983598|5052189961752
1407838|000988538|1|983602|5052189057950
1407837|000898433|1|983604|8718833819844
1407839|000993445|1|983606|5052189375399
1407840|000992666|1|983608|5052189961783
1407841|000988734|1|983610|5052189057974
1407842|000997816|1|983612|5052189265317
1407844|000992783|1|983614|5052189961790
1407845|000898440|1|983616|8718833819905
1407843|001264681|1|983618|0884401866874
1407846|000691648|1|983620|0886548820429
1407847|000998090|1|983622|5052189265331
1407848|000992886|1|983624|5052189961806
1407849|001264682|1|983626|0884401866898
1407851|000998440|1|983628|5052189265348
1407850|000573824|1|983632|0845136064980
1407853|000665359|1|983630|0761116010588
1407852|000992901|1|983634|5110158495261
1407854|000998724|1|983638|5052189265355
1407855|001264683|1|983636|0884401866911
1407856|001264684|1|983640|0884401866935
1407857|000993414|1|983642|5015311170897
1407858|001264686|1|983644|0884401866959
1407859|000664684|1|983646|7612446105893
1407860|000508884|1|983649|7040050698157
1407863|000506754|1|983650|5052189261135
1407861|000499753|1|983654|5052071818911
1407862|000549259|1|983653|0761116001705
1407864|000500769|1|983656|0761116004871
1407866|000508888|1|983658|7040050698188
1407865|000514509|1|983660|0761116010054
1407867|000876017|1|983662|7040050698140
1407868|000147066|1|983664|5024502004200
1407870|000499755|1|983666|5052071818959
1407869|000517856|1|983668|5052189614740
1407872|000669996|1|983673|0761116010063
1407871|000517879|1|983674|5052189614931
1407873|000876018|1|983670|7040050698171
1407874|000151626|1|983676|5028319216702
1407875|000147282|1|983678|5050978587633
1407876|000499758|1|983680|5052071818980
1407877|000538263|1|983682|0080694902668
1407878|000147283|1|983684|5028319216603
1407879|000536167|1|983686|0080694565764
1407880|000230506|1|983688|5028319216696
1407881|000147509|1|983690|0506015039067
1407882|000765471|1|983692|0080694328949
1407883|000556167|1|983694|5060150390722
1407884|000542460|1|983696|8428927116161
1407885|000147740|1|983698|5028319216627
1407886|000765473|1|983700|0080694328963
1407887|000551648|1|983702|5052189981590
1407888|000453621|1|983704|0797240984572
1407889|000322247|1|983706|0797240999101
1407890|000556169|1|983708|5060150390739
1407892|000551654|1|983710|5052189981644
1407891|000147741|1|983712|5028319216658
1407893|000423076|1|983714|0018468373680
1407894|000512027|1|983716|5052189447386
1407895|000434246|1|983718|5027793656738
1407896|000762479|1|983720|0098771552811
1407897|000556170|1|983722|5028319216719
1407900|000522296|1|983726|5052189679848
1407898|000512416|1|983728|5052189465458
1407901|000512028|1|983724|5052189447393
1407899|000423077|1|983730|0018468373703
1407902|000230505|1|983732|5028319216597
1407904|000512030|1|983734|5052189447409
1407905|000434248|1|983736|5027793656714
1407903|000542379|1|983740|8428927227812
1407906|000522298|1|983738|5052189679855
1407907|000423081|1|983742|0018468373642
1407908|000550755|1|983744|0505112296217
1407911|000423082|1|983746|0018468373666
1407909|000522299|1|983748|5052189679862
1407912|000434255|1|983751|5027793656769
1407914|000505773|1|983753|5050978336071
1407913|000550774|1|983755|5052071638205
1407915|000550780|1|983757|5052071638151
1407916|000512033|1|983759|5052189447423
1407917|000522300|1|983761|5052189679879
1407918|000505774|1|983763|0040707641823
1407920|000550775|1|983765|5052071638199
1407919|000434262|1|983767|5027793656745
1407921|000512034|1|983769|5052189447430
1407922|000550785|1|983771|5052071638175
1407923|000505777|1|983773|5050978336101
1407924|000550777|1|983775|5052071638182
1407925|000434319|1|983777|5027793656776
1407926|000172482|1|983781|5027793657070
1407927|000505778|1|983780|0000026976280
1407928|000550778|1|983783|5052071638212
1407929|000434326|1|983785|5027793656820
1407930|000522246|1|983787|5052189679411
1407931|000518281|1|983791|5051122891798
1407932|000505779|1|983789|5050978336125
1407933|000172484|1|983793|5027793657100
1407934|000505464|1|983797|5052071119599
1407935|000557588|1|983795|0502779343374
1407936|000550779|1|983799|5052071638229
1407937|000434353|1|983801|5027793656806
1407938|000522247|1|983803|5052189679428
1407939|000762537|1|983805|0018468373734
1407940|000539485|1|983807|5052071260642
1407941|000172520|1|983813|5027793657131
1407943|000434362|1|983809|5027793656851
1407942|000130063|1|983811|5052071278609
1407944|000522248|1|983815|5051122196862
1407945|000539487|1|983817|5052071260666
1407946|000505478|1|983819|5052071119575
1407947|000472971|1|983821|5027793656691
1407948|000172529|1|983823|5027793657162
1407949|000556984|1|983825|0505112296386
1407951|000557787|1|983827|5050717177842
1407950|000505480|1|983829|5052071119582
1407952|000434873|1|983831|5027793657049
1407954|000553179|1|983835|5052071666567
1407953|000911981|1|983833|5051785689596
1407955|000557788|1|983837|5050717177859
1407956|000557811|1|983843|5050717179587
1407957|000553181|1|983839|5052071666598
1407958|000543281|1|983841|5052189905701
1407959|000557789|1|983845|5050717177866
1407960|000515997|1|983847|5052189584494
1407961|000556987|1|983849|0505112296389
1407962|000557790|1|983853|5050717177873
1407963|000543282|1|983851|5052189905718
1407964|000304379|1|983855|5031358001468
1407965|000557812|1|983859|5050717179594
1407966|000515999|1|983857|5052189584500
1407967|000910047|1|983861|5051785689541
1407968|000555256|1|983863|5053775015279
1407969|000557791|1|983865|5050717177880
1407970|000557813|1|983867|5050717179600
1407971|000304399|1|983869|5031358001475
1407972|000526665|1|983871|5052189727419
1407973|000557815|1|983873|5050717179617
1407974|000520374|1|983875|5060148514857
1407975|000556148|1|983877|5031358001482
1407976|000557792|1|983879|5052071132932
1407977|000535294|1|983881|5052189828123
1407978|000557360|1|983883|0313852205237
1407979|000557816|1|983885|1077723657179
1407980|000520375|1|983887|5060148514864
1407981|000556149|1|983889|5031358001499
1407982|000549786|1|983891|3138528046754
1407983|000552576|1|983893|3138522064150
1407984|000552575|1|983895|3138522081867
1407985|000557817|1|983897|5050717889882
1407986|000520378|1|983899|5060148514888
1407987|000556150|1|983901|5031358001505
1407988|000842476|1|983903|5052071132819
1407989|000141222|1|983905|3138522109318
1407990|000556456|1|983907|5012832325003
1407991|000556515|1|983909|5018304188084
1407993|000500118|1|983912|3138522096793
1407994|000556457|1|983914|0313852036814
1407995|000556284|1|983916|3138528000053
1407996|000777794|1|983918|3138528021621
1407997|000525858|1|983920|0313852804173
1407998|000116405|1|983922|5034004504818
1407999|000557233|1|983924|5034004504719
1408000|000173042|1|983926|5034004505969
1408001|000116411|1|983928|5034004505518
1408002|000173098|1|983930|5034004557371
1408003|000547985|1|983932|5052189949903
1408004|000467145|1|983934|5034004934370
1408005|000173051|1|983936|5034004504566
1408007|000116476|1|983941|5034004504825
1408008|000173118|1|983942|5034004557388
1408006|000557234|1|983938|5050717028083
1408009|000557313|1|983944|5034004517146
1408010|000977928|1|983949|5034004932604
1408011|000537308|1|983946|5034004382140
1408013|000524565|1|983953|5034004933663
1408015|000173157|1|983955|5034004557036
1408014|000116479|1|983952|5034004505525
1408016|000467109|1|983957|5034004084273
1408017|000557238|1|983959|5034004318958
1408018|000537457|1|983961|5034004382188
1408020|000116638|1|983964|5034004506225
1408021|000977930|1|983966|5034004932956
1408022|000524567|1|983968|5034004934011
1408023|000173165|1|983970|5034004556688
1408024|000467110|1|983972|5034004084419
1408025|000557253|1|983974|5034004504511
1408026|000557241|1|983978|5050717028137
1408027|000116805|1|983976|5034004504832
1408028|000173292|1|983980|5034004558125
1408029|000326533|1|983982|5034004933243
1408031|000554697|1|983984|5053775009018
1408030|000977935|1|983986|5034004933304
1408033|000557254|1|983988|5034004505211
1408034|000116815|1|983990|5034004505532
1408032|000524568|1|983992|5034004933670
1408037|000505752|1|983994|5034004932543
1408035|000173168|1|983998|5034004557043
1408036|000467111|1|983996|5034004084280
1408038|000554703|1|984000|5053775009056
1408041|000557257|1|984002|5034004504528
1408039|000173293|1|984006|5034004558132
1408042|000116817|1|984004|5034004506232
1408040|000557245|1|984008|5050717028168
1408043|000978525|1|984010|5034004933298
1408044|000505753|1|984012|5034004932895
1408045|000524576|1|984018|5034004934028
1408046|000557258|1|984014|5034004505228
1408047|000116820|1|984016|5034004504849
1408048|000467112|1|984020|5034004084426
1408049|000173170|1|984026|5034004556695
1408051|000557249|1|984028|5050717028199
1408052|000505754|1|984022|5034004629160
1408050|000202891|1|984024|5034004557906
1408053|000557259|1|984032|5034004505921
1408054|000116835|1|984030|5034004505549
1408055|000505755|1|984034|5034004629252
1408056|000467114|1|984043|5034004084563
1408058|000116842|1|984036|5034004506249
1408057|000524577|1|984044|5034004933687
1408059|000557260|1|984041|5050717028250
1408060|000557250|1|984039|5034004319511
1408061|000203131|1|984046|5034004558118
1408062|000551915|1|984048|5052189983785
1408064|000117099|1|984050|5034004504856
1408063|000274637|1|984054|5034004557333
1408065|000505757|1|984058|5034004629382
1408066|000557261|1|984052|5050717028267
1408067|000361093|1|984062|5034004557890
1408068|000467115|1|984060|5034004084297
1408069|000524579|1|984057|5034004934035
1408071|000557262|1|984064|5034004505938
1408070|000117297|1|984066|5034004505556
1408073|000467116|1|984069|5034004084433
1408074|000117324|1|984073|5034004505563
1408075|000557264|1|984071|5050717028281
1408076|000505758|1|984077|5034004629177
1408077|000520853|1|984076|5013342047331
1408078|000524581|1|984083|5034004934387
1408079|000361846|1|984079|5034004557913
1408080|000554684|1|984082|5053775008905
1408082|000557265|1|984085|5034004505242
1408081|000117346|1|984087|5034004505570
1408084|000467117|1|984090|5034004084570
1408086|000554685|1|984092|5053775008912
1408085|000557266|1|984094|5034004505945
1408088|000173039|1|984096|5034004506263
1408087|000327906|1|984098|5013342960074
1408089|000505759|1|984100|5034004629269
1408090|000362075|1|984102|5034004557920
1408091|000524582|1|984104|5034004933694
1408092|000520854|1|984106|5013342047348
1408093|000554688|1|984108|5053775008936
1408094|000979000|1|984114|5034004470014
1408095|000538588|1|984110|5034004313557
1408096|000328118|1|984112|5013342960081
1408097|000557267|1|984116|5034004504559
1408098|000467119|1|984118|5034004084303
1408099|000362647|1|984126|5034004557944
1408100|000538742|1|984120|5034004313694
1408103|000328892|1|984122|5013342960098
1408104|000557269|1|984124|5034004505259
1408102|000524583|1|984128|5034004934042
1408101|000505760|1|984130|5034004629399
1408105|000520856|1|984132|5013342047362
1408106|000979018|1|984136|5034004470298
1408107|000679549|1|984134|5034004504863
1408108|000557273|1|984138|5034004505266
1408109|000467121|1|984140|5034004084440
1408110|000679550|1|984142|5034004504870
1408112|000679559|1|984144|5034004504573
1408114|000520858|1|984146|5013342047379
1408111|000524604|1|984151|5034004934394
1408113|000505761|1|984152|5034004629184
1408115|000979049|1|984148|5034004470021
1408116|000679558|1|984154|5034004506270
1408117|000467122|1|984160|5034004084587
1408118|000551934|1|984156|5052189983938
1408119|000680036|1|984159|5034004505273
1408120|000979076|1|984162|5034004556992
1408121|000524607|1|984168|5034004933700
1408122|000551935|1|984164|5052189983945
1408123|000505762|1|984166|5034004629276
1408125|000979088|1|984170|5034004470588
1408124|000467123|1|984174|5034004084310
1408126|000109870|1|984173|5050978390776
1408127|000978092|1|984176|5051785721876
1408128|000551938|1|984178|5052189983969
1408130|000979167|1|984180|5034004556657
1408129|000505764|1|984182|9034004629401
1408131|000467124|1|984184|5034004084457
1408132|000551939|1|984186|5052189983976
1408133|000524608|1|984188|5034004934059
1408134|000979524|1|984190|5034004557005
1408135|000553312|1|984192|5052189995740
1408136|000505765|1|984194|5034004629191
1408137|000339455|1|984196|5050978817013
1408138|000556467|1|984198|5016652000461
1408139|000551940|1|984200|5052189983983
1408141|000467126|1|984204|5034004084594
1408140|000979529|1|984203|5034004557357
1408142|000505766|1|984206|5034004629283
1408144|000551941|1|984208|5052189983990
1408143|000524609|1|984212|5034004934400
1408145|000979531|1|984210|5034004470045
1408146|000553791|1|984214|0799756005086
1408147|000505767|1|984216|5034004933281
1408149|000979808|1|984218|5034004470328
1408148|000710256|1|984220|5013342960227
1408150|000505771|1|984222|5034004629290
1408151|000524610|1|984224|5034004934066
1408152|000979842|1|984226|5034004470601
1408153|000710258|1|984228|5013342960234
1408154|000505772|1|984230|5052189774413
1408155|000540891|1|984232|5055754401882
1408156|000979958|1|984234|5034004470052
1408157|000551942|1|984236|5052189984003
1408159|000980407|1|984239|5034004470335
1408160|000402297|1|984241|5060032392271
1408161|000556177|1|984243|5055754400588
1408162|000523849|1|984245|7613186968298
1408163|000402375|1|984247|5060032392288
1408165|000543094|1|984249|5060032397757
1408166|000556179|1|984251|5055754400595
1408164|000772099|1|984253|5034004737445
1408167|000523852|1|984255|7613276224990
1408168|000543099|1|984257|0506003239799
1408169|000402407|1|984263|5060032392295
1408170|000543098|1|984259|5060032397788
1408171|000556181|1|984261|5055754400601
1408173|000543102|1|984268|5060032392226
1408174|000556182|1|984266|5055754400618
1408175|000402570|1|984270|5060032392301
1408176|000173442|1|984272|5060032393919
1408177|000517781|1|984274|5060032393438
1408179|000366584|1|984277|5060106080226
1408180|000540863|1|984279|5060032393933
1408181|000484170|1|984281|0871209115877
1408182|000517783|1|984283|5060032393445
1408183|000514512|1|984285|0731886019626
1408184|000555640|1|984287|0731886019449
1408185|000517784|1|984289|5060032393452
1408186|000514513|1|984291|0731886019627
1408187|000523720|1|984293|5055053214817
1408188|000505882|1|984295|7318860190148
1408189|000517785|1|984297|5060032393469
1408190|000504340|1|984299|5055053212349
1408191|000542020|1|984301|5055053286678
1408192|000523721|1|984303|5055053214824
1408193|000523713|1|984305|9055053244810
1408194|000504341|1|984307|5055053212356
1408195|000542021|1|984309|5055053286692
1408196|000504342|1|984311|5055053212363
1408197|000541456|1|984313|5055053312001
1408198|000540967|1|984315|5055053312797
1408199|000541458|1|984317|5055053312018
1408200|000542025|1|984321|0871762462052
1408201|000548766|1|984323|5055053286708
1408202|000548763|1|984319|5055053222522
1408203|000548761|1|984325|5055053215951
1408204|000548764|1|984327|5055053286685
1408205|000542023|1|984329|0871762462070
1408206|000542026|1|984331|0871762462080
1408207|000349090|1|984333|0505520013894
1408208|000555021|1|984335|0505520013890
1408209|000541475|1|984337|5052189887946
1408210|000542024|1|984339|0871762462050
1408211|000541468|1|984343|5052189887892
1408212|000555022|1|984341|5055200177460
1408213|000557363|1|984345|3138528023861
1408214|000541495|1|984347|5052189888158
1408215|000711126|1|984349|5050978128577
1408216|000555023|1|984351|0505520013891
1408217|000555024|1|984353|5055200177477
1408218|000556452|1|984355|5036720219007
1408219|000555026|1|984357|0505520013892
1408220|000556451|1|984363|3138522109349
1408221|000525659|1|984359|3138528041605
1408222|000514559|1|984361|5052189556873
1408223|000555027|1|984365|5055200177484
1408224|000555028|1|984367|0505520013893
1408225|000556450|1|984369|5018304162671
1408226|000510460|1|984371|3138522043506
1408227|000775076|1|984373|3138528039015
1408228|000774662|1|984375|3138528031866
1408229|000500119|1|984377|0313852204188
1408230|000555029|1|984379|5055200177491
1408232|000546478|1|984381|0722252131096
1408231|000546479|1|984383|5052189935715
1408233|000525868|1|984385|5055175226989
1408234|000508659|1|984387|0500039407696
1408235|000508668|1|984389|0500039407717
1408236|000541926|1|984391|0013658125513
1408237|000545930|1|984393|0847974000236
1408238|000545933|1|984395|5052189930659
1408239|000525816|1|984397|5052189717359
1408240|000525814|1|984399|5052189717335
1408241|000525819|1|984401|5052189717397
1408242|000525809|1|984403|5052189717298
1408243|000555511|1|984405|5027492002812
1408244|000546417|1|984407|5027492002881
