VariantID|RemoteSystemId|SourceId|VariantUpcId|Upc
1409277|000177925|1|986457|0080078915147
1409278|000175535|1|986459|5013342967912
1409279|000073698|1|986461|0013658131866
1409281|000042418|1|986463|5016326000520
1409282|000060589|1|986465|5016326002319
1409280|000074146|1|986467|7318860199257
1409283|000068056|1|986469|5016326003378
1409285|000462928|1|986471|5055053231685
1409284|000065903|1|986473|7318860188640
1409286|000115686|1|986475|0632281135111
1409287|000512500|1|986477|0753048322619
1409288|000071967|1|986479|5016326008892
1409289|000512499|1|986481|0753048356225
1409290|000507295|1|986483|5051513172420
1409291|000507374|1|986485|5051513172284
1409292|000507111|1|986487|5051513172765
1409293|000506946|1|986489|0505151376805
1409294|000507165|1|986491|5051513172772
1409295|000507524|1|986493|5051513907954
1409297|000510583|1|986495|5051522070335
1409296|000507912|1|986497|5051513173953
1409298|000512091|1|986499|5051522119188
1409299|000511433|1|986501|5051522175511
1409300|000507185|1|986503|5051513172802
1409301|000511491|1|986505|5051522329884
1409303|000511435|1|986507|5051522175528
1409302|000512101|1|986509|5051522119195
1409304|000507197|1|986511|5051513172826
1409305|000511967|1|986514|0731886019452
1409306|000511455|1|986515|5051522175535
1409307|000512136|1|986517|5051522119201
1409308|000478844|1|986519|0013658114166
1409309|000512147|1|986521|5051522119218
1409311|000511619|1|986523|0013658130883
1409310|000511681|1|986527|0013658111523
1409312|000511654|1|986525|0013658130845
1409313|000511639|1|986529|0013658130869
1409314|000512155|1|986531|5051522119232
1409316|000513025|1|986533|0021563153750
1409315|000511664|1|986535|0013658130906
1409317|001006494|1|986537|0013658152144
1409318|000511731|1|986539|0013658484443
1409319|000169446|1|986541|7318860171321
1409320|000523150|1|986543|5020716183007
1409321|000522328|1|986545|5020716794005
1409322|000542569|1|986547|5054330057208
1409323|000541532|1|986549|5054330057178
1409324|000523177|1|986551|5020716253007
1409325|000558244|1|986553|8414133039813
1409326|000536324|1|986555|8414133049751
1409327|000536367|1|986557|8414133039721
1409329|000558234|1|986559|8414133049683
1409328|000547561|1|986561|0094664026698
1409330|000558253|1|986563|8414133039820
1409331|000558226|1|986567|8414133049867
1409332|000536325|1|986566|8414133049768
1409333|000558236|1|986569|8414133049690
1409334|000536359|1|986571|8414133049591
1409335|000558231|1|986573|8414133049874
1409336|000548187|1|986575|0094664027145
1409337|000536368|1|986577|8414133039738
1409338|000575972|1|986581|3700006133715
1409339|000575666|1|986580|3700006133517
1409340|000536371|1|986583|8414133039745
1409341|000575913|1|986585|3700006133616
1409342|000434144|1|986587|5052071721402
1409343|000575688|1|986591|3700006133524
1409344|000575980|1|986589|3700006133722
1409345|000576024|1|986593|0096506562210
1409346|000425265|1|986595|3138528044231
1409347|000575919|1|986597|3700006133623
1409349|000628202|1|986600|5034004581406
1409351|000434149|1|986603|5052071721358
1409350|000575983|1|986604|3700006133753
1409352|000396422|1|986606|5034004696100
1409353|000575693|1|986608|3700006133555
1409354|000576027|1|986610|0096506562227
1409355|000575920|1|986612|3700006133654
1409357|000575984|1|986615|3700006133760
1409359|000410056|1|986619|3138528044002
1409358|000575699|1|986617|3700006133562
1409360|000544537|1|986621|5034004696070
1409361|000576044|1|986623|0096506562258
1409362|000575926|1|986625|3700006133661
1409364|000575988|1|986628|3700006133777
1409366|000544675|1|986631|5034004696094
1409365|000575703|1|986632|3700006133579
1409367|001532858|1|986634|5031863009935
1409368|000573782|1|986636|5055053248270
1409369|000576046|1|986638|0096506562265
1409370|000575927|1|986640|3700006133678
1409372|000503343|1|986643|5052189053105
1409373|000576047|1|986645|0096506562272
1409374|000558210|1|986647|5034004698180
1409375|000507011|1|986649|7613186852108
1409376|000737893|1|986651|5034004698234
1409377|000507012|1|986653|7613186744519
1409378|000510005|1|986655|8032618872160
1409379|000510010|1|986657|8032618870395
1409380|000320108|1|986659|3138522063535
1409381|000112991|1|986661|0793661286622
1409383|000507014|1|986664|7613186744533
1409382|000128729|1|986665|0793661157830
1409384|000695461|1|986667|0871209645503
1409385|000320980|1|986669|3138522063511
1409386|000507018|1|986671|7613186852160
1409387|000695462|1|986673|0871209645527
1409388|000507019|1|986675|7613186744571
1409390|000155354|1|986677|5029476005499
1409389|000662537|1|986679|0877257016692
1409391|000715709|1|986681|0610306105943
1409392|000695464|1|986685|0871209645541
1409393|000159140|1|986683|5029476005178
1409395|000159803|1|986691|5029476004386
1409396|000507020|1|986690|7613186852184
1409394|000159345|1|986688|5029476001477
1409397|000166517|1|986693|5029476003600
1409398|000695465|1|986695|0871209645565
1409399|000695466|1|986697|0871209645589
1409400|000167146|1|986699|5029476006670
1409401|000167871|1|986701|5029476005642
1409403|000169499|1|986705|5029476007653
1409402|000168626|1|986704|5029476004737
1409404|000173760|1|986707|5029476006762
1409405|000171897|1|986709|5029476007646
1409406|000869629|1|986711|0845840008621
1409407|000655537|1|986713|0044212290316
1409408|000551694|1|986716|0098681152606
1409410|000655539|1|986718|0044212290330
1409411|000463667|1|986720|0821468713871
1409413|000655568|1|986724|0821468767416
1409412|000894552|1|986722|5031863745239
1409414|000896438|1|986726|5031863745352
1409415|000109209|1|986729|0885929315486
1409416|000320023|1|986730|5060063221274
1409417|000655542|1|986732|0044212290378
1409418|000551695|1|986734|0098681152620
1409419|000109266|1|986738|0885929315479
1409420|000655543|1|986736|0044212519455
1409421|000109268|1|986740|0885929315462
1409422|000551696|1|986742|0098681152644
1409423|000319135|1|986744|5060063221441
1409424|001006737|1|986748|5060063226279
1409425|000109282|1|986746|0885929315448
1409426|000175886|1|986750|5029476008124
1409427|000319030|1|986752|5060063226231
1409428|000153565|1|986754|5029476005505
1409430|000109324|1|986756|0885929315424
1409429|000551698|1|986760|0098681152668
1409431|000151505|1|986758|5029476002375
1409432|000153531|1|986762|5029476003099
1409433|000151508|1|986764|5029476001569
1409434|000153773|1|986766|5029476005215
1409435|000176120|1|986768|5029476004669
1409436|000174700|1|986770|5029476007677
1409437|000176249|1|986772|5029476004607
1409438|000174847|1|986774|5029476004645
1409439|000176298|1|986776|5029476004676
1409440|000174727|1|986778|5029476004638
1409441|000890926|1|986780|5031863620604
1409442|000515846|1|986782|5052189582339
1409443|000471115|1|986784|5055053291962
1409444|000480364|1|986786|5054330174233
1409445|000535153|1|986788|5052071280770
1409446|000471257|1|986790|5055053291979
1409448|000742752|1|986792|5023518760216
1409447|000767754|1|986794|5023518737492
1409449|000215923|1|986796|0502351877207
1409450|000535172|1|986798|5052071280787
1409452|000451234|1|986802|5023518760209
1409451|000680571|1|986800|0502351877205
1409453|000471283|1|986804|5055053291986
1409454|000507281|1|986806|0502351871425
1409455|000789221|1|986808|5052071280794
1409456|000549842|1|986810|5023518817156
1409457|000344365|1|986812|0502351877045
1409458|000857212|1|986814|5019041013172
1409459|000159196|1|986816|5019041075682
1409460|000320552|1|986818|5060063226262
1409462|000320637|1|986820|5060063221373
1409461|000172270|1|986822|5019041016807
1409463|000781870|1|986826|5052071777997
1409465|000174007|1|986825|5029476005451
1409464|000781956|1|986828|5052071777843
1409466|000153045|1|986830|5029476002887
1409467|000173036|1|986832|5019041016791
1409468|000172909|1|986834|5029476005246
1409469|000152845|1|986836|5024502002008
1409470|000381854|1|986840|5031633537019
1409471|000153125|1|986838|5028319216849
1409472|000381479|1|986842|5031633467101
1409473|000382406|1|986844|5031633467064
1409474|000380902|1|986846|5031633459212
1409476|000380125|1|986850|5031633459250
1409475|000659434|1|986854|5052071865878
1409477|000153289|1|986848|5028319216856
1409478|000382040|1|986852|5031633537026
1409479|000382449|1|986856|5031633467071
1409480|000381494|1|986858|5031633467118
1409481|000380947|1|986860|5031633459229
1409482|000365620|1|986862|5052071583109
1409483|000312882|1|986864|5052071582522
1409485|000380262|1|986868|5031633459267
1409484|000451753|1|986866|5052071741912
1409486|000365657|1|986870|5052071583116
1409487|000313232|1|986872|5052071582539
1409488|000451756|1|986874|5052071741943
1409489|000313677|1|986878|5052071582546
1409490|000365667|1|986880|5052071583123
1409491|000408139|1|986877|3138522071554
1409492|000608160|1|986882|5051522343187
1409493|000451764|1|986884|5052071742001
1409494|000313853|1|986886|5052071582553
1409495|000571690|1|986888|5051522266677
1409496|000713949|1|986890|5060043531140
1409497|000588977|1|986896|5051522340834
1409498|000608184|1|986894|5051522343200
1409499|000451765|1|986892|5052071742032
1409500|000575565|1|986898|5051522324544
1409502|000314591|1|986900|5052071582560
1409501|000571904|1|986902|5051522266691
1409503|000718954|1|986904|5060043531157
1409504|000611722|1|986906|5051522343231
1409505|000572368|1|986908|5051522266707
1409506|000720997|1|986910|5060043531164
1409507|000076358|1|986912|4029113610551
1409508|000352629|1|986914|8715999088794
1409509|000942401|1|986916|0871599915841
1409511|000486906|1|986920|0727602067988
1409510|000486938|1|986919|0727602222530
1409512|000108579|1|986922|0502351858382
1409513|000942445|1|986926|0871599915842
1409514|000942599|1|986924|8715999101530
1409516|000474097|1|986928|0727602120416
1409515|000458753|1|986930|0727602363240
1409517|000496766|1|986932|0727602257419
1409518|000486977|1|986934|0727602222486
1409520|000942638|1|986938|8715999101547
1409519|000942458|1|986937|0871599915843
1409521|000474246|1|986940|0727602120423
1409522|000942477|1|986944|0871599915844
1409523|000942640|1|986943|8715999101554
1409524|001522643|1|986946|0727602361321
1409525|000942768|1|986950|8715999101561
1409526|000183153|1|986948|5029476004843
1409527|000182462|1|986952|5029476001460
1409528|001522648|1|986954|0727602361307
1409529|000484825|1|986956|0727602119953
1409530|000112446|1|986958|5025324008247
1409531|000423038|1|986960|8025228294477
1409532|000486693|1|986962|0727602119960
1409533|000507043|1|986964|8025228294491
1409534|000318242|1|986966|5060242683770
1409535|000075275|1|986968|5034004806004
1409536|000012312|1|986970|5013342069432
1409537|000075295|1|986972|5034004806028
1409538|000012607|1|986974|5013342069463
1409539|000013421|1|986976|5013342069500
1409540|000013497|1|986980|5013342069524
1409541|000013653|1|986978|5013342069777
1409542|000015358|1|986982|5013342932538
1409543|000014786|1|986984|5013342842684
1409544|000013503|1|986987|5013342069531
1409546|000105757|1|986989|5055053250495
1409547|000015392|1|986991|5013342932545
1409548|000014840|1|986993|5013342842691
1409550|000013976|1|986997|5013342069821
1409549|000013547|1|986995|5013342069548
1409551|000105763|1|986999|5055053250471
1409552|000015540|1|987001|5017996500891
1409553|000015451|1|987003|5013342932552
1409554|000048597|1|987005|5060099877698
1409555|000014865|1|987007|5013342842707
1409556|000014774|1|987009|0501799600224
1409557|000013626|1|987011|0400738376051
1409558|000105764|1|987013|5055053250501
1409559|000015470|1|987015|5013342932569
1409560|000014948|1|987017|5013342842714
1409561|000105774|1|987019|5055053250525
1409562|000015514|1|987021|5013342932576
1409563|000048468|1|987023|5060099877704
1409565|000014968|1|987025|5013342842721
1409564|000015519|1|987029|5013342932583
1409566|000034940|1|987027|5060099877742
1409567|000034732|1|987031|8713016329585
1409568|000017595|1|987033|5017996501058
1409569|000021208|1|987035|5055924804604
1409571|000024472|1|987037|0506009987735
1409570|000014970|1|987039|5013342842738
1409572|000015538|1|987043|5013342932590
1409573|000035736|1|987041|8412765537592
1409574|000015144|1|987045|5013342842745
1409575|000290546|1|987047|0849948009009
1409576|000506435|1|987049|5050978349958
1409577|000290584|1|987053|0849948009023
1409578|000506434|1|987051|5050978349842
1409579|000389793|1|987055|0501334277503
1409580|000290585|1|987057|0849948009047
1409581|000167265|1|987061|5055754403169
1409582|000525796|1|987060|5052189717175
1409583|000389802|1|987063|0501334277506
1409584|000290586|1|987065|0849948009061
1409586|000160394|1|987067|5031633458277
1409585|000510007|1|987069|8032618875703
1409587|000167274|1|987071|5055754403176
1409588|000426674|1|987073|0501334277509
1409589|000290588|1|987075|0849948009085
1409590|000423087|1|987077|5060032394756
1409591|000165092|1|987079|5020436044817
1409592|000505253|1|987081|5052189198196
1409593|000165266|1|987083|5020436044831
1409595|000165825|1|987085|5020436045104
1409594|000161155|1|987087|5031633403826
1409596|000505258|1|987089|0501334277504
1409597|000165511|1|987093|5020436045029
1409598|000335781|1|987091|0790272976348
1409599|000165322|1|987097|5020436044848
1409600|000165826|1|987096|5020436045111
1409601|000313050|1|987099|5020436849399
1409602|000461686|1|987101|4046051017464
1409603|000335782|1|987103|0790272301157
1409605|000165355|1|987107|5020436044855
1409606|000165848|1|987106|5020436045128
1409604|000161156|1|987109|5031633301047
1409607|000313051|1|987111|5020436849801
1409608|000505259|1|987113|0501334277505
1409609|000165551|1|987117|5020436045043
1409610|000165849|1|987115|5020436045135
1409611|000313072|1|987119|5020436850210
1409612|000165557|1|987121|5020436045050
1409613|000161159|1|987127|5031633301054
1409614|000316886|1|987123|0000075396268
1409615|000505261|1|987126|5052189198264
1409616|000316881|1|987129|5031863006507
1409617|000316885|1|987131|5031863340205
1409618|000316796|1|987133|5031863010450
1409619|000165820|1|987135|5020436045067
1409620|000505262|1|987139|0501334277508
1409621|000703209|1|987137|5031863632317
1409622|000316863|1|987141|5031863001014
1409623|000161164|1|987143|5031633301061
1409624|000317589|1|987145|0503186371125
1409625|000568562|1|987149|4013051029377
1409626|000423670|1|987147|7331423005000
1409627|000161167|1|987151|5031633301078
1409628|000568723|1|987153|4013051000383
1409629|000584271|1|987155|4013051029452
1409630|000568728|1|987157|4013051000390
1409631|000851787|1|987159|9781845140953
1409632|000315844|1|987161|0000023243989
1409633|000189204|1|987163|5031863740203
1409634|000189414|1|987165|5031863096508
1409636|000113610|1|987168|3138528044453
1409635|000161168|1|987169|5031633301085
1409638|000111548|1|987171|3138522071905
1409637|000129329|1|987173|3138522076078
1409639|000121409|1|987175|3138528045979
1409640|000121428|1|987177|3138522076115
1409641|000528371|1|987179|5034004951964
1409642|000114011|1|987181|0313852207187
1409643|000389049|1|987183|5034004874317
1409644|000132377|1|987185|5034004518044
1409645|000523300|1|987187|5034004975861
1409646|000553620|1|987189|7613276188650
1409647|000120398|1|987197|3138522076191
1409648|000389050|1|987191|5034004874324
1409649|000132390|1|987193|5034004518280
1409650|000523362|1|987195|5034004975878
1409651|000165519|1|987199|7613276755784
1409652|000389051|1|987201|5034004874201
1409653|000132415|1|987203|5034004518051
1409654|000523369|1|987205|5034004975885
1409656|000882569|1|987209|5051513247227
1409655|000976924|1|987207|5051513068389
1409657|000431772|1|987211|5034004874218
1409658|000132416|1|987213|5034004518297
1409659|000885889|1|987215|5051513238898
1409661|000977702|1|987217|5051513068396
1409660|000882829|1|987219|5051513247234
1409662|000431773|1|987221|5034004848493
1409663|000132442|1|987223|5034004535706
1409664|000881734|1|987225|5051513237570
1409665|000870113|1|987227|5055053205488
1409666|000885904|1|987229|5051513238911
1409667|000984829|1|987231|5051513260080
1409668|000882915|1|987233|5051513238034
1409669|000431774|1|987235|5034004874331
1409670|000132460|1|987237|5034004518068
1409671|000467372|1|987239|5055053227831
1409672|000881739|1|987241|5051513237587
1409673|000885968|1|987243|5051513238942
1409674|000984843|1|987245|5051513260103
1409676|000520988|1|987247|5034004874188
1409675|000883076|1|987249|5051513247241
1409677|000132468|1|987251|5034004518303
1409678|000270837|1|987253|5055053227954
1409679|000881741|1|987255|5051513237594
1409680|000520989|1|987257|5034004848431
1409681|000883116|1|987259|5051513247258
1409682|000132512|1|987261|5034004535713
1409683|000480227|1|987263|5055053227947
1409684|000877461|1|987265|5055053213223
1409685|000520990|1|987267|5034004848561
1409686|000884918|1|987269|5051513247265
1409687|000881766|1|987271|5051513237617
1409688|000132574|1|987273|5034004535720
1409689|000880929|1|987275|5055053208861
1409690|000150138|1|987277|5055175229164
1409691|000271383|1|987279|4028173062034
1409692|000520991|1|987281|5034004848448
1409693|000884920|1|987283|5051513247272
1409694|000842115|1|987285|5034004518334
1409695|000882520|1|987287|5051513237969
1409696|000520992|1|987289|5034004848653
1409697|000728798|1|987291|5037835250008
1409698|000731179|1|987293|5037835908008
1409699|000882537|1|987295|5051513237976
1409700|000520993|1|987297|5034004848578
1409701|000729647|1|987299|5037835925005
1409702|000728950|1|987301|5037835206005
1409703|000730513|1|987303|5037835913002
1409704|000520995|1|987305|5034004848455
1409705|000764517|1|987307|5021646008545
1409706|000347373|1|987309|0503222744875
1409707|000520996|1|987311|5034004848660
1409708|000793543|1|987313|5021646004813
1409709|000769013|1|987317|5021646002260
1409710|000520997|1|987315|5034004848585
1409711|000773262|1|987319|5021646012443
1409712|000777275|1|987321|5021646003595
1409713|000795671|1|987323|5021646008552
1409714|000770174|1|987325|5021646005711
1409715|000520998|1|987327|5034004848462
1409716|000764292|1|987329|5021646008514
1409717|000793791|1|987331|5021646015369
1409719|000540101|1|987333|5023486000017
1409718|000521000|1|987335|5034004848677
1409721|000726100|1|987337|3520190053145
1409720|000540555|1|987339|5023486000055
1409722|000540626|1|987343|0502385724722
1409723|000530577|1|987341|5052189781855
1409724|000521002|1|987347|5034004874195
1409725|000736005|1|987345|4026495677097
1409726|000142279|1|987349|6417084178718
1409727|000696425|1|987351|5034004685470
1409728|000521003|1|987353|5034004848479
1409729|000088467|1|987355|5034004685456
1409730|000679580|1|987357|5034004874300
1409731|000696426|1|987361|5034004685487
1409732|000503340|1|987359|5060045911100
1409733|000526088|1|987363|5052189720731
1409735|000767712|1|987365|5034004848486
1409734|000503347|1|987367|5052189053204
1409736|000524782|1|987369|5052189780438
1409737|000924363|1|987371|0883291597363
1409738|000696431|1|987373|5034004685517
1409739|000924410|1|987375|0883291598360
1409740|000524783|1|987377|5052189780445
1409741|000253456|1|987379|0053163507343
1409742|000524784|1|987383|5052189780452
1409744|000924415|1|987382|0883291599367
1409743|000245288|1|987385|0053163551483
1409745|000696432|1|987387|5034004685524
1409746|000392966|1|987389|9780319262924
1409747|000524785|1|987391|5052189780469
1409748|000243985|1|987395|0053163553623
1409749|000252632|1|987394|0053163327163
1409750|000253727|1|987397|0053163507336
1409751|000245944|1|987399|0053163463670
1409752|000252437|1|987401|0053163022723
1409753|000252334|1|987403|0053163507008
1409754|000248628|1|987407|0053163463687
1409755|000249744|1|987405|0053163508159
1409756|000514346|1|987409|3138528026640
1409757|000230943|1|987411|9781741048902
1409758|000524792|1|987413|5052189780506
1409759|000524793|1|987415|5052189780513
1409760|000506795|1|987417|0978174059829
1409761|000524795|1|987419|5052189780520
1409762|000759160|1|987421|5060105561214
1409763|000759109|1|987423|5060105561139
1409764|000968289|1|987425|5017272782768
1409765|000753691|1|987427|5055446004469
1409766|000759035|1|987429|5060333110154
1409767|000754011|1|987431|5055446004513
1409768|000753793|1|987433|5055446005107
1409769|000759113|1|987435|5060105561146
1409770|000754021|1|987437|5055446004650
1409771|000509789|1|987439|9781741043150
1409772|000759091|1|987441|5060105564758
1409773|000759042|1|987443|5060105560026
1409774|000759105|1|987445|5060105563836
1409775|000759108|1|987447|5060105560521
1409776|000759052|1|987449|5060105564383
1409777|000759041|1|987451|5060542050654
1409778|000759117|1|987453|5060542050128
1409779|000759144|1|987455|5060105563089
1409780|000759059|1|987459|5060542050661
1409781|000759044|1|987457|5060105562952
1409782|000596983|1|987461|0887850092931
1409783|000762483|1|987463|0046118327424
1409784|000756083|1|987465|5052071778673
1409785|000762488|1|987467|0046118327509
1409786|000756497|1|987469|5052071779410
1409787|000756084|1|987471|5052071778680
1409788|000301153|1|987473|0753759978815
1409789|000990560|1|987475|5055571708423
1409790|000341324|1|987477|5031863751209
1409791|000756087|1|987479|5052071778703
1409792|000921452|1|987481|5013441388434
1409793|000756498|1|987483|5052071779427
1409794|000341564|1|987485|5031863751308
1409795|000756088|1|987487|5052071778710
1409796|000340979|1|987489|5031863751407
1409797|000921618|1|987491|5013441388441
1409798|000756089|1|987493|5052071778727
1409799|000340025|1|987495|5031863750400
1409800|000756499|1|987497|5052071779434
1409801|000756090|1|987499|5052071778734
1409802|000340267|1|987501|5031863750301
1409803|000340117|1|987503|5031863750202
1409804|000756091|1|987505|5052071778628
1409805|000756502|1|987507|5052071779458
1409806|000340316|1|987509|5031863753104
1409807|000756092|1|987511|5052071778635
1409808|000339893|1|987515|5031863750103
1409809|000340318|1|987513|5031863753401
1409810|000340424|1|987517|5031863753203
1409811|000756094|1|987519|7357471778642
1409812|000340524|1|987521|5031863753302
1409813|000756504|1|987523|5052071779472
1409814|000756096|1|987525|5052071778659
1409816|000341622|1|987529|5031863752107
1409815|000341895|1|987527|5031863752404
1409817|000756507|1|987531|5052071779489
1409818|000342320|1|987533|5031863752206
1409819|000342455|1|987535|5031863752305
1409820|000315482|1|987537|4033157891791
1409821|000315388|1|987539|4033157904101
1409823|000764484|1|987542|4033157891722
1409824|000755411|1|987544|5060211913327
1409825|000315389|1|987546|4033157904125
1409827|000764486|1|987549|4033157891746
1409828|000817355|1|987551|5023518775289
1409829|000315390|1|987553|4033157904149
1409830|000764487|1|987555|4033157891760
1409832|000315381|1|987557|4033157903845
1409831|000760111|1|987561|4021097000854
1409833|000759706|1|987559|5013008003725
1409834|000764435|1|987563|4033157904071
1409836|000764488|1|987567|4033157891784
1409837|000315384|1|987566|4033157903869
1409835|000760137|1|987569|5060210710804
1409838|000759707|1|987571|5013008003732
1409839|000759705|1|987573|5013008003718
1409840|000764436|1|987575|4033157904095
1409842|000764489|1|987579|4033157891807
1409841|000315386|1|987577|4033157903883
1409843|000759708|1|987581|5013008003749
1409844|000764437|1|987583|4033157904118
1409845|000764467|1|987585|4033157903814
1409846|000764438|1|987587|4033157904132
1409847|000764468|1|987589|4033157903838
1409848|000759710|1|987592|5013008003756
1409849|000764440|1|987595|4033157904156
1409850|000759700|1|987593|5013008083239
1409851|000759699|1|987597|0327055001333
1409852|000764469|1|987599|4033157903852
1409853|000764442|1|987601|4033157904170
1409854|000358512|1|987603|5013008054345
1409855|000332609|1|987605|0610306102560
1409856|000759719|1|987612|5013008090657
1409857|000759723|1|987607|5013008002797
1409858|000764470|1|987610|4033157903876
1409860|000759721|1|987614|5013008090756
1409861|000332777|1|987616|0610306102584
1409862|000764471|1|987618|4033157903890
1409864|000924238|1|987621|0610306102607
1409866|000766844|1|987624|5709388046246
1409867|000766827|1|987626|5709388037299
1409868|000766854|1|987628|5709388046062
1409869|000766824|1|987630|5709388743664
1409870|000528519|1|987632|5709388729736
1409871|000766849|1|987634|5709388037565
1409872|000766855|1|987636|5709388046314
1409873|000766863|1|987638|5709388040077
1409874|000766475|1|987640|5709388739186
1409875|000767965|1|987642|5052071771407
1409876|000092824|1|987644|5031863596800
1409877|000790864|1|987646|5052071777607
1409878|000766823|1|987648|5709388040831
1409879|000767875|1|987650|5052071676641
1409880|000781913|1|987652|5052071777966
1409881|000654873|1|987654|5052071777959
1409882|000781991|1|987658|5052071777850
1409883|000781907|1|987656|5052071777935
1409884|000782025|1|987660|5052071777898
1409885|000789028|1|987664|5013342082554
1409886|000789087|1|987662|5013342086859
1409888|000789055|1|987666|5013342083711
1409889|000789088|1|987670|5013342086965
1409887|000768788|1|987668|5034004980391
1409890|000783721|1|987672|5055754400922
1409891|000789060|1|987674|5013342083759
1409892|000789030|1|987676|5013342082578
1409893|000768790|1|987678|5034004980469
1409894|000783722|1|987680|5055754400939
1409895|000788922|1|987682|5013342087191
1409896|000783732|1|987684|5055754400045
1409897|000768791|1|987686|5034004980407
1409898|000144581|1|987688|5055754413571
1409899|000789091|1|987690|5013342086996
1409900|000789033|1|987696|5013342082608
1409901|000783748|1|987692|5055754400328
1409902|000783724|1|987694|5055754400946
1409903|000768793|1|987698|5034004980476
1409904|000783733|1|987700|5055754400052
1409906|000788923|1|987704|5013342087207
1409905|000769522|1|987702|5055200186387
1409907|000783749|1|987706|5055754400335
1409908|000783725|1|987708|5055754400953
1409909|000768794|1|987710|5034004980414
1409910|000144592|1|987712|5055754413588
1409911|000783734|1|987714|5055754400069
1409912|000783752|1|987716|5055754400359
1409914|000769567|1|987718|5055571718354
1409915|000768795|1|987720|5034004980483
1409913|000788925|1|987722|5013342087214
1409916|000144593|1|987724|5055754413595
1409917|000783736|1|987726|5055754400076
1409918|000769572|1|987728|5055571718385
1409919|000768796|1|987730|5034004980551
1409920|000788926|1|987732|5013342087221
1409921|000144613|1|987734|5055754413601
1409923|000788927|1|987736|5013342087238
1409922|000769573|1|987740|5055571718392
1409924|000768798|1|987738|5034004980421
1409925|000782753|1|987742|5055571700632
1409926|000919326|1|987744|0845136059757
1409927|000060779|1|987750|0845136042681
1409928|000788928|1|987746|5013342087245
1409929|000768799|1|987748|5034004980490
1409930|000768800|1|987752|5034004980568
1409932|000768801|1|987755|5034004980438
1409933|001547418|1|987757|0845136076464
1409934|000768802|1|987759|5034004980506
1409935|000880595|1|987761|0845136042148
1409936|000784219|1|987763|5031863400206
1409937|000768803|1|987765|5034004980513
1409938|000784244|1|987767|5031863342100
1409940|000784225|1|987769|5031863035408
1409939|000775635|1|987771|0845136022553
1409941|000784258|1|987773|5031863341301
1409942|000784951|1|987775|5031863424011
1409943|000784914|1|987777|5031863421300
1409944|000785788|1|987779|5031863512107
1409945|001582460|1|987781|0503186342403
1409946|000785496|1|987783|5031863593403
1409947|000785457|1|987785|5031863592307
1409948|000785461|1|987787|5031863592406
1409949|000785527|1|987789|5031863079112
1409950|000785385|1|987791|5031863096706
1409952|000459428|1|987793|5031863742702
1409951|000788207|1|987799|5031863742504
1409953|000785539|1|987796|5031863102742
1409954|000465044|1|987797|5031863680141
1409955|000788208|1|987801|5031863742405
1409956|000783264|1|987803|3342540094505
1409957|000182259|1|987805|3342540097506
1409958|000943209|1|987807|8715999175173
1409959|000943217|1|987809|8715999180269
1409960|000785716|1|987811|8715999143264
1409961|000785722|1|987813|8715999143400
1409962|000785651|1|987815|0871599908733
1409963|000785659|1|987825|0871599904236
1409964|000785717|1|987817|8715999143103
1409965|000785689|1|987819|8715999160513
1409966|000785723|1|987827|8715999143417
1409967|000785682|1|987823|8715999167604
1409968|000785695|1|987824|8715999160711
1409969|000785652|1|987830|0871599908734
1409970|000772245|1|987831|5024982987345
1409971|000785690|1|987833|8715999160421
1409972|000772151|1|987835|5024982990857
1409973|000785696|1|987837|8715999160728
1409974|000785683|1|987839|8715999167611
1409976|000785653|1|987841|0871599908735
1409977|000772246|1|987843|5024982987352
1409975|000785660|1|987845|0871599904235
1409978|000785691|1|987847|8715999160438
1409979|000788656|1|987851|0605284112250
1409981|000772152|1|987849|5024982990864
1409980|000785697|1|987855|8715999160735
1409982|000785684|1|987853|8715999167833
1409983|000785654|1|987857|0871599908821
1409984|000772247|1|987859|5024982987369
1409985|000785692|1|987861|8715999160445
1409986|000772154|1|987863|5024982990871
1409988|000785685|1|987867|8715999167536
1409989|000785698|1|987865|8715999160742
1409987|000785661|1|987869|0871599904242
1409990|000785656|1|987873|0871599908728
1409991|000772249|1|987872|5024982987376
1409992|000772426|1|987875|5053817041723
1409993|000785693|1|987877|8715999160452
1409994|000782643|1|987879|5024982700425
1409995|000772155|1|987881|5024982990888
1409996|000785700|1|987885|8715999160759
1409997|000785687|1|987883|8715999168113
1409998|000772250|1|987888|5024982987383
1409999|000785657|1|987889|8715999167918
1410000|000772427|1|987891|5053817041693
1410001|000785663|1|987893|0871599904196
1410002|000782644|1|987895|5024982700432
1410003|000772156|1|987897|5024982990895
1410004|000785664|1|987899|8715999168168
1410005|000772428|1|987901|5053817041662
1410006|000782646|1|987903|5024982700449
1410007|000785665|1|987905|8715999168175
1410008|000772429|1|987907|5053817041631
1410009|000782647|1|987909|5024982700456
1410010|000772430|1|987911|5053817041600
1410011|000788148|1|987913|0610306109811
1410012|000788193|1|987915|0610306111883
1410013|000791224|1|987917|0610306105714
1410014|000788167|1|987919|0610306100023
1410016|000785548|1|987923|5010994767631
1410015|000785463|1|987921|5010994877439
1410018|000788194|1|987925|0610306105653
1410017|000788149|1|987927|0610306109828
1410019|000791225|1|987929|0610306105721
1410020|000785708|1|987931|0085276000022
1410021|001007326|1|987933|5010993452545
1410022|000788409|1|987935|5055279503849
1410023|000120211|1|987937|0053163571658
