RemoteSystemId,SourceId,Upc,VariantUpcId,VariantID,ProductId,ProductTypeId,ProductTypeName
002536910,1,2100000750795,4748267,10523300,16743187,0,Not Set
002536911,1,2100000750801,4748269,10523301,16743187,0,Not Set
002536928,1,2100000816408,4803059,10550696,16743188,0,Not Set
002536941,1,2100000486083,4749339,10523836,16743190,0,Not Set
002536949,1,2100000596980,4769907,10534121,16740837,0,Not Set
002536970,1,2100000600786,4745933,10522133,16740838,0,Not Set
002536973,1,2100000600816,4745991,10522160,16740838,0,Not Set
002536979,1,2100000625123,4768573,10533453,16699606,0,Not Set
002536981,1,2100000625147,4768589,10533461,16699606,0,Not Set
002536982,1,2100000625154,4768603,10533468,16699606,0,Not Set
002536996,1,2100000728923,4784847,10541590,16743189,0,Not Set
002536999,1,2100000728954,4784867,10541599,16743189,0,Not Set
002539372,1,2100000562114,4797567,10547950,16702425,0,Not Set
002539417,1,2100000324163,4791607,10544970,16702419,0,Not Set
002539429,1,2100000553341,4797515,10547924,16702420,0,Not Set
002539449,1,2100000328482,4778447,10538390,16702422,0,Not Set
002539782,1,2100000849505,4796073,10547203,16495928,0,Not Set
002539783,1,2100000849512,4796082,10547208,16495928,0,Not Set
002539811,1,2100000792863,4744631,10521481,16495990,0,Not Set
002539812,1,2100000792870,4744639,10521486,16495990,0,Not Set
002541117,1,2100000727650,4790041,10544187,16557374,0,Not Set
002541165,1,2100000168279,4742181,10520257,16557793,0,Not Set
002541199,1,2100000132676,4783071,10540702,16743191,0,Not Set
002541209,1,2100000559084,4766461,10532397,16556523,0,Not Set
002541262,1,2100000768158,4767705,10533020,16743192,0,Not Set
002541733,1,2100000849666,4795355,10546844,16738792,0,Not Set
002541734,1,2100000849673,4795363,10546849,16738792,0,Not Set
002541831,1,2100000622153,4801903,10550119,16702295,0,Not Set
002543369,1,2100000031252,4741968,10520151,16738843,0,Not Set
002543383,1,2100000685202,4800877,10549605,16738859,0,Not Set
002543388,1,2100000702435,4775111,10536722,16738796,0,Not Set
002543415,1,2100000871407,4789311,10543822,16743195,0,Not Set
002543425,1,2100000851409,4742821,10520578,16738797,0,Not Set
002543435,1,2100000850532,4766459,10532396,16738862,0,Not Set
002543488,1,2100000834150,4795713,10547023,16738801,0,Not Set
002543496,1,2100000737734,4789119,10543726,16738802,0,Not Set
002543503,1,2100000712748,4795255,10546793,16738803,0,Not Set
002543507,1,2100000712588,4766213,10532273,16738804,0,Not Set
002543533,1,2100000736782,4801192,10549763,16738808,0,Not Set
002543535,1,2100000736805,4801203,10549770,16738808,0,Not Set
002543539,1,2100000658169,4775535,10536934,16738795,0,Not Set
002543554,1,2100000713837,4756513,10527423,16738809,0,Not Set
002543582,1,2100000743469,4795559,10546946,16738871,0,Not Set
002543583,1,2100000743476,4795565,10546950,16738871,0,Not Set
002543586,1,2100000029020,4741965,10520150,16738811,0,Not Set
002543604,1,2100000748747,4801293,10549813,16738863,0,Not Set
002543605,1,2100000748754,4801301,10549817,16738863,0,Not Set
002543609,1,2100000813421,4743911,10521122,16738810,0,Not Set
002543617,1,2100000028542,4742033,10520183,16738864,0,Not Set
002543757,1,2100000055807,4757169,10527751,16738869,0,Not Set
002545426,1,2100000834082,4758139,10528235,16702430,0,Not Set
002546056,1,2100000790142,4744925,10521627,16702431,0,Not Set
002546057,1,2100000790159,4744937,10521634,16702431,0,Not Set
002546088,1,2100000745777,4768233,10533283,16702433,0,Not Set
002546816,1,2100000651382,4795803,10547068,16702437,0,Not Set
002546819,1,2100000512843,4795837,10547085,16702441,0,Not Set
002546831,1,2100000761913,4784319,10541326,16738817,0,Not Set
002546832,1,2100000761920,4784327,10541330,16738817,0,Not Set
002546863,1,2100000584512,4744953,10521643,16743198,0,Not Set
002533850,1,2100000559534,4770023,10534178,16702407,0,Not Set
002533856,1,2100000559565,4770009,10534171,16702414,0,Not Set
002533857,1,2100000665419,4778886,10538609,16702408,0,Not Set
002533861,1,2100000665457,4778915,10538624,16702408,0,Not Set
002533864,1,2100000665488,4778963,10538648,16702408,0,Not Set
002534228,1,2100000617234,4760183,10529258,16699266,0,Not Set
002534235,1,2100000617302,4760306,10529319,16699268,0,Not Set
002534237,1,2100000617326,4760337,10529335,16699268,0,Not Set
002534258,1,2100000617531,4749955,10524144,16702412,0,Not Set
002534598,1,2100000753970,4802841,10550588,16699303,0,Not Set
002534604,1,2100000754069,4777821,10538077,16699679,0,Not Set
002535063,1,2100000527564,4759131,10528731,16738201,0,Not Set
002536827,1,2100000825042,4749411,10523872,16699274,0,Not Set
002536828,1,2100000825059,4749417,10523876,16699274,0,Not Set
002536853,1,2100000222766,4796797,10547565,16702020,0,Not Set
002536856,1,2100000223725,4746485,10522410,16743184,0,Not Set
002536880,1,2100000618651,4802745,10550539,16743185,0,Not Set
002536929,1,2100000816415,4803061,10550697,16743188,0,Not Set
002536945,1,2100000596942,4769885,10534109,16740837,0,Not Set
002536946,1,2100000596959,4769889,10534111,16740837,0,Not Set
002536947,1,2100000596966,4769895,10534114,16740837,0,Not Set
002536950,1,2100000596997,4769911,10534123,16740837,0,Not Set
002536951,1,2100000597000,4769915,10534125,16740837,0,Not Set
002536969,1,2100000600779,4745923,10522128,16740838,0,Not Set
002536972,1,2100000600809,4745951,10522141,16740838,0,Not Set
002536974,1,2100000600823,4746022,10522178,16740838,0,Not Set
002536995,1,2100000728916,4784829,10541580,16743189,0,Not Set
002539309,1,2100000602681,4802991,10550662,16702416,0,Not Set
002539340,1,2100000087655,4785589,10541961,16702421,0,Not Set
002539370,1,2100000540099,4797551,10547942,16702425,0,Not Set
002539450,1,2100000329434,4778459,10538395,16702422,0,Not Set
002541141,1,2100000730407,4757921,10528127,16738793,0,Not Set
002541195,1,2100000190447,4742985,10520658,16555512,0,Not Set
002541261,1,2100000768141,4767699,10533017,16743192,0,Not Set
002541721,1,2100000851171,4756391,10527362,16743193,0,Not Set
002541732,1,2100000849659,4795345,10546839,16738792,0,Not Set
002543374,1,2100000819935,4789093,10543712,16738794,0,Not Set
002543381,1,2100000683260,4800869,10549601,16738859,0,Not Set
002543382,1,2100000683284,4800871,10549602,16738859,0,Not Set
002543387,1,2100000702428,4775105,10536720,16738796,0,Not Set
002543413,1,2100000871384,4789293,10543813,16743195,0,Not Set
002543414,1,2100000871391,4789301,10543817,16743195,0,Not Set
002543424,1,2100000851393,4742815,10520574,16738797,0,Not Set
002543436,1,2100000850549,4766479,10532406,16738862,0,Not Set
002543482,1,2100000752096,4743165,10520749,16738798,0,Not Set
002543483,1,2100000752102,4743173,10520752,16738798,0,Not Set
002543489,1,2100000834167,4795715,10547025,16738801,0,Not Set
002543495,1,2100000737727,4789115,10543724,16738802,0,Not Set
002543497,1,2100000737741,4789127,10543730,16738802,0,Not Set
002543512,1,2100000192984,4775087,10536711,16738805,0,Not Set
002543519,1,2100000798162,4766821,10532577,16738806,0,Not Set
002543538,1,2100000658152,4775531,10536932,16738795,0,Not Set
002543544,1,2100000626717,4783455,10540895,16738807,0,Not Set
002543595,1,2100000663125,4775537,10536936,16738800,0,Not Set
002543596,1,2100000663132,4775541,10536937,16738800,0,Not Set
002543622,1,2100000517541,4757547,10527939,16738865,0,Not Set
002543623,1,2100000560172,4757551,10527942,16738865,0,Not Set
002543633,1,2100000728077,4800819,10549575,16738813,0,Not Set
002543733,1,2100000665846,4743183,10520757,16699264,0,Not Set
002543743,1,2100000199129,4795709,10547020,16699263,0,Not Set
002543748,1,2100000722105,4795817,10547076,16702426,0,Not Set
002543750,1,2100000722129,4795835,10547084,16702426,0,Not Set
002543761,1,2100000675531,4757485,10527909,16702428,0,Not Set
002543762,1,2100000675548,4757487,10527910,16702428,0,Not Set
002543923,1,2100000047208,4743633,10520982,16738872,0,Not Set
002543936,1,2100000701391,4783615,10540974,16738816,0,Not Set
002543952,1,2100000743483,4757553,10527943,16702182,0,Not Set
002545424,1,2100000834068,4758125,10528229,16702430,0,Not Set
002545425,1,2100000834075,4758127,10528230,16702430,0,Not Set
002546058,1,2100000790166,4744945,10521639,16702431,0,Not Set
002546493,1,2100000842926,4795793,10547063,16743129,0,Not Set
002546497,1,2100000843701,4766675,10532505,16743196,0,Not Set
002533855,1,2100000559558,4769991,10534162,16702414,0,Not Set
002533858,1,2100000665426,4778893,10538613,16702408,0,Not Set
002533859,1,2100000665433,4778901,10538617,16702408,0,Not Set
002533863,1,2100000665471,4778941,10538638,16702408,0,Not Set
002534227,1,2100000617227,4760177,10529255,16699266,0,Not Set
002534236,1,2100000617319,4760325,10529329,16699268,0,Not Set
002534257,1,2100000617524,4749945,10524139,16702412,0,Not Set
002534259,1,2100000617548,4749963,10524149,16702412,0,Not Set
002534591,1,2100000753895,4802797,10550566,16702418,0,Not Set
002534592,1,2100000753901,4802801,10550568,16702418,0,Not Set
002534600,1,2100000753994,4802847,10550591,16699303,0,Not Set
002534603,1,2100000754052,4777807,10538070,16699679,0,Not Set
002534610,1,2100000754120,4777842,10538088,16699679,0,Not Set
002535061,1,2100000527540,4759109,10528722,16738201,0,Not Set
002535062,1,2100000527557,4759117,10528725,16738201,0,Not Set
002535080,1,2100000781188,4747787,10523060,16738203,0,Not Set
002535082,1,2100000781218,4747801,10523067,16738203,0,Not Set
002536829,1,2100000825066,4749425,10523878,16699274,0,Not Set
002536879,1,2100000618644,4802739,10550536,16743185,0,Not Set
002536891,1,2100000817566,4797257,10547795,16743186,0,Not Set
002536892,1,2100000817573,4797263,10547798,16743186,0,Not Set
002536893,1,2100000817580,4797267,10547801,16743186,0,Not Set
002536980,1,2100000625130,4768581,10533457,16699606,0,Not Set
002539310,1,2100000602698,4802997,10550665,16702416,0,Not Set
002539311,1,2100000631117,4803004,10550669,16702416,0,Not Set
002539371,1,2100000540112,4797561,10547947,16702425,0,Not Set
002539416,1,2100000324149,4791595,10544964,16702419,0,Not Set
002539430,1,2100000553365,4797537,10547935,16702420,0,Not Set
002539784,1,2100000849529,4796089,10547211,16495928,0,Not Set
002539785,1,2100000849536,4796099,10547216,16495928,0,Not Set
002541112,1,2100000727605,4744409,10521371,16738791,0,Not Set
002541164,1,2100000168262,4742171,10520251,16557793,0,Not Set
002541166,1,2100000168286,4742185,10520259,16557793,0,Not Set
002541208,1,2100000559077,4766447,10532390,16556523,0,Not Set
002541210,1,2100000559091,4766481,10532407,16556523,0,Not Set
002541711,1,2100000850242,4790777,10544554,16743194,0,Not Set
002541722,1,2100000851188,4756407,10527370,16743193,0,Not Set
002541735,1,2100000849680,4795375,10546854,16738792,0,Not Set
002541825,1,2100000633401,4776567,10537450,16702427,0,Not Set
002541826,1,2100000633418,4776571,10537453,16702427,0,Not Set
002543375,1,2100000819942,4789099,10543718,16738794,0,Not Set
002543389,1,2100000702442,4775123,10536727,16738796,0,Not Set
002543426,1,2100000851416,4742825,10520579,16738797,0,Not Set
002543567,1,2100000713806,4783023,10540678,16743197,0,Not Set
002543597,1,2100000663149,4775543,10536939,16738800,0,Not Set
002543616,1,2100000028481,4742025,10520179,16738864,0,Not Set
002543628,1,2100000556533,4756368,10527347,16738866,0,Not Set
002543632,1,2100000728060,4800813,10549572,16738813,0,Not Set
002543742,1,2100000199112,4795693,10547013,16699263,0,Not Set
002543933,1,2100000701360,4783589,10540962,16738816,0,Not Set
002543934,1,2100000701377,4783603,10540968,16738816,0,Not Set
002543935,1,2100000701384,4783611,10540972,16738816,0,Not Set
002543937,1,2100000701407,4783621,10540977,16738816,0,Not Set
002543953,1,2100000743490,4757555,10527944,16702182,0,Not Set
002543962,1,2100000816422,4790217,10544274,16701028,0,Not Set
002543963,1,2100000816439,4790223,10544278,16701028,0,Not Set
002544486,1,2100000605248,4756329,10527331,16699265,0,Not Set
002546060,1,2100000790180,4744975,10521653,16702431,0,Not Set
002546061,1,2100000790203,4744985,10521659,16702431,0,Not Set
002546079,1,2100000745685,4768229,10533281,16702433,0,Not Set
002546089,1,2100000745784,4768237,10533285,16702433,0,Not Set
002546091,1,2100000745807,4768285,10533310,16702433,0,Not Set
002546494,1,2100000842933,4795799,10547066,16743129,0,Not Set
002546495,1,2100000842940,4795807,10547070,16743129,0,Not Set
002546499,1,2100000843725,4766685,10532510,16743196,0,Not Set
002546801,1,2100000528202,4783309,10540821,16702435,0,Not Set
002546808,1,2100000651238,4789721,10544025,16702436,0,Not Set
002546810,1,2100000651252,4789739,10544037,16702436,0,Not Set
002546813,1,2100000651313,4743265,10520799,16744876,0,Not Set
002546815,1,2100000651306,4743283,10520808,16744876,0,Not Set
002546817,1,2100000651399,4795813,10547073,16702437,0,Not Set
002546818,1,2100000651405,4795833,10547083,16702437,0,Not Set
002546866,1,2100000584543,4744979,10521656,16743198,0,Not Set
002546868,1,2100000584567,4745003,10521667,16743198,0,Not Set
002546871,1,2100000584598,4755587,10526961,16738868,0,Not Set
002546891,1,2100000497683,4743481,10520907,16743199,0,Not Set
002547219,1,2100000572380,4744063,10521198,16742465,0,Not Set
002549692,1,2100000793303,4787987,10543161,16741289,0,Not Set
002549712,1,2100000793594,4764642,10531486,16741093,0,Not Set
002549714,1,2100000793617,4764621,10531479,16741092,0,Not Set
002550868,1,2100000790579,4793917,10546125,16743200,0,Not Set
002550872,1,2100000790616,4793931,10546132,16743200,0,Not Set
002550873,1,2100000368815,4738265,10518299,16743202,0,Not Set
002551808,1,2100000138722,4737635,10517985,16702445,0,Not Set
002551810,1,2100000710652,4793807,10546071,16702447,0,Not Set
002551811,1,2100000153039,4787615,10542974,16743209,0,Not Set
002551820,1,2100000744541,4781057,10539696,16743215,0,Not Set
002551829,1,2100000757701,4794029,10546179,16743204,0,Not Set
002551831,1,2100000559244,4773145,10535739,16702449,0,Not Set
002551833,1,2100000538294,4764215,10531275,16702456,0,Not Set
002551841,1,2100000025176,4763827,10531079,16743217,0,Not Set
002551844,1,2100000584000,4764039,10531186,16743218,0,Not Set
002551845,1,2100000382187,4781089,10539711,16743212,0,Not Set
002551848,1,2100000615971,4799597,10548965,16743216,0,Not Set
002551855,1,2100000862535,4773155,10535744,16749347,0,Not Set
002551948,1,2100000686346,4738935,10518634,16743227,0,Not Set
002552501,1,2100000608843,4794591,10546462,16743331,0,Not Set
002552506,1,2100000087785,4740637,10519485,16738819,0,Not Set
002553542,1,2100000720255,4755237,10526785,16738778,0,Not Set
002555432,1,2100000729777,4739489,10518911,16738777,0,Not Set
002555515,1,2100000706327,4740119,10519226,16743183,0,Not Set
002555518,1,2100000818082,4740167,10519249,16743183,0,Not Set
002555551,1,2100000596270,4739521,10518928,16740883,0,Not Set
002555552,1,2100000596294,4739539,10518935,16740883,0,Not Set
002559388,1,2100000845880,4786473,10542403,16743234,0,Not Set
002559390,1,2100000845903,4786497,10542415,16743234,0,Not Set
002559393,1,2100000762170,4761711,10530018,16743235,0,Not Set
002559394,1,2100000762187,4761727,10530029,16743235,0,Not Set
002559396,1,2100000762217,4761766,10530050,16743235,0,Not Set
002560007,1,2100000482191,4779765,10539046,16738827,0,Not Set
002560016,1,2100000509867,4787027,10542680,16738877,0,Not Set
002561649,1,2100000614851,4770917,10534625,16743237,0,Not Set
002562313,1,2100000525034,4763149,10530742,16740892,0,Not Set
002563844,1,2100000839339,4735983,10517157,16743240,0,Not Set
002563846,1,2100000839353,4736027,10517178,16743240,0,Not Set
002563848,1,2100000839377,4736073,10517201,16743240,0,Not Set
002565454,1,2100000879243,4792345,10545339,16752429,0,Not Set
002565455,1,2100000879250,4792359,10545345,16752429,0,Not Set
002565459,1,2100000879298,4749999,10524166,16745890,0,Not Set
002565462,1,2100000885534,4792343,10545338,16752430,0,Not Set
002565472,1,2100000885633,4750113,10524223,16745910,0,Not Set
002565476,1,2100000885671,4798355,10548344,16753391,0,Not Set
002565484,1,2100000885756,4798111,10548222,16753363,0,Not Set
002565486,1,2100000885770,4798123,10548228,16753363,0,Not Set
002565487,1,2100000885787,4798129,10548232,16753363,0,Not Set
002565491,1,2100000885824,4749739,10524036,16745865,0,Not Set
002565496,1,2100000885879,4770305,10534319,16749040,0,Not Set
002565504,1,2100000885961,4760965,10529649,16747600,0,Not Set
002565509,1,2100000886012,4779085,10538710,16750309,0,Not Set
002565512,1,2100000887019,4761016,10529674,16747606,0,Not Set
002565513,1,2100000887026,4761029,10529681,16747606,0,Not Set
002565516,1,2100000887057,4760969,10529651,16747602,0,Not Set
002565518,1,2100000887071,4761023,10529678,16747611,0,Not Set
002565520,1,2100000887095,4761053,10529693,16747611,0,Not Set
002565522,1,2100000887118,4760973,10529653,16747602,0,Not Set
002565530,1,2100000887194,4770423,10534378,16749059,0,Not Set
002565556,1,2100000881918,4761083,10529708,16747622,0,Not Set
002565559,1,2100000881949,4761117,10529726,16747622,0,Not Set
002565564,1,2100000881994,4770539,10534434,16749069,0,Not Set
002565565,1,2100000882007,4770429,10534381,16749061,0,Not Set
002565566,1,2100000882014,4770439,10534385,16749061,0,Not Set
002565569,1,2100000882045,4770471,10534402,16749061,0,Not Set
002565572,1,2100000882076,4749771,10524052,16745868,0,Not Set
002565601,1,2100000882366,4779135,10538734,16750320,0,Not Set
002550869,1,2100000790586,4793923,10546128,16743200,0,Not Set
002550877,1,2100000362448,4738222,10518278,16743201,0,Not Set
002551814,1,2100000717132,4793835,10546085,16743206,0,Not Set
002551819,1,2100000518357,4763873,10531103,16738818,0,Not Set
002551823,1,2100000153121,4764043,10531188,16743207,0,Not Set
002551824,1,2100000706396,4794007,10546170,16741246,0,Not Set
002551842,1,2100000292431,4799520,10548926,16743208,0,Not Set
002551843,1,2100000482047,4764047,10531191,16743213,0,Not Set
002551873,1,2100000619900,4753631,10525982,16743220,0,Not Set
002551891,1,2100000778973,4764179,10531257,16743353,0,Not Set
002551947,1,2100000686261,4754431,10526382,16743222,0,Not Set
002552509,1,2100000542734,4794769,10546550,16743226,0,Not Set
002555424,1,2100000700929,4788289,10543311,16741034,0,Not Set
002555425,1,2100000700967,4788293,10543313,16741034,0,Not Set
002555427,1,2100000692729,4739453,10518893,16738777,0,Not Set
002555429,1,2100000729395,4739465,10518900,16738777,0,Not Set
002555434,1,2100000743407,4739609,10518971,16738765,0,Not Set
002555516,1,2100000706334,4740131,10519231,16743183,0,Not Set
002555520,1,2100000818099,4740205,10519268,16743183,0,Not Set
002555549,1,2100000596256,4739503,10518918,16740883,0,Not Set
002555550,1,2100000596263,4739509,10518921,16740883,0,Not Set
002559384,1,2100000845842,4786445,10542389,16743234,0,Not Set
002559391,1,2100000762156,4761653,10529993,16743235,0,Not Set
002559395,1,2100000762194,4761750,10530042,16743235,0,Not Set
002559895,1,2100000819157,4735135,10516732,16738824,0,Not Set
002559896,1,2100000819164,4735157,10516746,16738824,0,Not Set
002559930,1,2100000871179,4762211,10530273,16738828,0,Not Set
002559952,1,2100000495481,4780337,10539335,16738826,0,Not Set
002559953,1,2100000495498,4780353,10539344,16738826,0,Not Set
002559954,1,2100000495504,4780369,10539351,16738826,0,Not Set
002559955,1,2100000495511,4780379,10539356,16738826,0,Not Set
002559957,1,2100000495535,4780403,10539367,16738826,0,Not Set
002561646,1,2100000614813,4770857,10534596,16743237,0,Not Set
002561652,1,2100000639571,4786677,10542504,16743238,0,Not Set
002561654,1,2100000639595,4786705,10542519,16743238,0,Not Set
002563847,1,2100000839360,4736053,10517192,16743240,0,Not Set
002563849,1,2100000839384,4736087,10517210,16743240,0,Not Set
002563850,1,2100000839391,4736101,10517215,16743240,0,Not Set
002565431,1,2100000879014,4786211,10542273,16751435,0,Not Set
002565432,1,2100000879021,4803625,10550979,16754276,0,Not Set
002565433,1,2100000879038,4803633,10550983,16754276,0,Not Set
002565434,1,2100000879045,4761032,10529683,16747616,0,Not Set
002565440,1,2100000879106,4749957,10524145,16745885,0,Not Set
002565441,1,2100000879113,4749965,10524148,16745885,0,Not Set
002565443,1,2100000879137,4749971,10524152,16745887,0,Not Set
002565444,1,2100000879144,4749975,10524154,16745887,0,Not Set
002565450,1,2100000879205,4749969,10524151,16745885,0,Not Set
002565456,1,2100000879267,4792367,10545350,16752429,0,Not Set
002565460,1,2100000879304,4750007,10524171,16745890,0,Not Set
002565466,1,2100000885572,4792377,10545355,16752430,0,Not Set
002565469,1,2100000885602,4798173,10548253,16753381,0,Not Set
002565483,1,2100000885749,4798105,10548219,16753363,0,Not Set
002565485,1,2100000885763,4798119,10548226,16753363,0,Not Set
002565493,1,2100000885848,4749743,10524038,16745865,0,Not Set
002565499,1,2100000885909,4761113,10529724,16747625,0,Not Set
002565502,1,2100000885930,4760961,10529647,16747600,0,Not Set
002565507,1,2100000885992,4750023,10524178,16745893,0,Not Set
002565510,1,2100000886999,4760993,10529663,16747606,0,Not Set
002565511,1,2100000887002,4761003,10529668,16747606,0,Not Set
002565514,1,2100000887033,4761035,10529684,16747606,0,Not Set
002565515,1,2100000887040,4760967,10529650,16747602,0,Not Set
002565519,1,2100000887088,4761041,10529687,16747611,0,Not Set
002565523,1,2100000887125,4760977,10529655,16747602,0,Not Set
002565524,1,2100000887132,4761063,10529698,16747611,0,Not Set
002565528,1,2100000887170,4776861,10537596,16749963,0,Not Set
002565529,1,2100000887187,4776865,10537599,16749963,0,Not Set
002565531,1,2100000887200,4770431,10534382,16749059,0,Not Set
002565533,1,2100000887224,4770455,10534394,16749059,0,Not Set
002565534,1,2100000887231,4770465,10534399,16749059,0,Not Set
002565542,1,2100000887316,4770363,10534349,16749050,0,Not Set
002565545,1,2100000887347,4761119,10529727,16747629,0,Not Set
002565546,1,2100000887354,4761131,10529732,16747629,0,Not Set
002546500,1,2100000843732,4766691,10532513,16743196,0,Not Set
002546809,1,2100000651245,4789733,10544032,16702436,0,Not Set
002546822,1,2100000374052,4745009,10521671,16702439,0,Not Set
002546823,1,2100000761883,4744999,10521666,16745163,0,Not Set
002546826,1,2100000761869,4745031,10521682,16745163,0,Not Set
002546828,1,2100000761944,4784299,10541317,16738817,0,Not Set
002546830,1,2100000761906,4784313,10541324,16738817,0,Not Set
002546862,1,2100000584505,4744943,10521638,16743198,0,Not Set
002546867,1,2100000584550,4744988,10521661,16743198,0,Not Set
002546870,1,2100000584581,4755581,10526959,16738868,0,Not Set
002546893,1,2100000497645,4743500,10520917,16743199,0,Not Set
002546894,1,2100000497652,4743509,10520922,16743199,0,Not Set
002547220,1,2100000572366,4744089,10521212,16742465,0,Not Set
002549693,1,2100000793310,4787991,10543162,16741289,0,Not Set
